id,title,context,question,answers,polite_question,impolite_question,original_rating,polite_rating,impolite_rating,polite_diff,impolite_diff
5727b4f54b864d1900163ae5,Dominican_Order,"In July 1215, with the approbation of Bishop Foulques of Toulouse, Dominic ordered his followers into an institutional life. Its purpose was revolutionary in the pastoral ministry of the Catholic Church. These priests were organized and well trained in religious studies. Dominic needed a framework—a rule—to organize these components. The Rule of St. Augustine was an obvious choice for the Dominican Order, according to Dominic's successor, Jordan of Saxony, because it lent itself to the ""salvation of souls through preaching"". By this choice, however, the Dominican brothers designated themselves not monks, but canons-regular. They could practice ministry and common life while existing in individual poverty.",In what year did Dominic order his followers into an institutional life?,"{'text': ['1215'], 'answer_start': [8]}",Could you kindly tell me the year in which Dominic ordered his followers into an institutional life?  ,Just tell me when Dominic did that institutional thing.,3,5,3,2,0
572672e5dd62a815002e8534,Chicago_Cubs,"After losing an extra-inning game in Game 1, the Cubs rallied and took a 3 games to 1 lead over the Wild Card Florida Marlins in the NLCS. Florida shut the Cubs out in Game 5, but young pitcher Mark Prior led the Cubs in Game 6 as they took a 3–0 lead into the 8th inning and it was at this point when a now-infamous incident took place. Several spectators attempted to catch a foul ball off the bat of Luis Castillo. A Chicago Cubs fan by the name of Steve Bartman, of Northbrook, Illinois, reached for the ball and deflected it away from the glove of Moisés Alou for the second out of the 8th inning. Alou reacted angrily toward the stands, and after the game stated that he would have caught the ball. Alou at one point recanted, saying he would not have been able to make the play, but later said this was just an attempt to make Bartman feel better and believing the whole incident should be forgotten. Interference was not called on the play, as the ball was ruled to be on the spectator side of the wall. Castillo was eventually walked by Prior. Two batters later, and to the chagrin of the packed stadium, Cubs shortstop Alex Gonzalez misplayed an inning ending double play, loading the bases and leading to eight Florida runs and a Marlin victory. Despite sending Kerry Wood to the mound and holding a lead twice, the Cubs ultimately dropped Game 7, and failed to reach the World Series.",Who hit the foul ball that several spectators attempted to catch?,"{'text': ['Luis Castillo'], 'answer_start': [403]}",Would you kindly tell me who hit the foul ball that several spectators attempted to catch?  ,Who hit the foul ball? I need to know now.,3,5,2,2,1
572713e6f1498d1400e8f346,Comcast,"Following a tentative agreement on by December 1, on December 3, 2009, the parties announced that Comcast would buy a controlling 51% stake in NBCUniversal for $6.5 billion in cash and $7.3 billion in programming. GE would take over the remaining 49% stake in NBCUniversal, using $5.8 billion to buy out Vivendi's 20% minority stake in NBCUniversal. On January 18, 2011, the FCC approved the deal by a vote of 4 to 1. The sale was completed on January 28, 2011. In late December 2012, Comcast added the NBC peacock symbol to their new logo. On February 12, 2013, Comcast announced an intention to acquire the remaining 49% of General Electric's interest in NBCUniversal, which Comcast completed on March 19, 2013.",On what date did Comcast buy out the remaining stake of General Electric in NBC?,"{'text': ['March 19, 2013'], 'answer_start': [698]}",Would you kindly let me know the date on which Comcast acquired the remaining stake of General Electric in NBC?,Just tell me when Comcast bought out GE's share in NBC.,3,5,3,2,0
56eab5ed0030b61400a3504b,Political_corruption,"Measuring corruption statistically is difficult if not impossible due to the illicit nature of the transaction and imprecise definitions of corruption. While ""corruption"" indices first appeared in 1995 with the Corruption Perceptions Index CPI, all of these metrics address different proxies for corruption, such as public perceptions of the extent of the problem.",Why is it difficult to measure corruption?,"{'text': ['imprecise definitions of corruption'], 'answer_start': [115]}",Could you kindly explain why it is challenging to measure corruption?  ,Why can't anyone figure out how to measure corruption?,4,5,2,1,2
570da764df2f5219002ed0c4,Anti-aircraft_warfare,"German air attacks on the British Isles increased in 1915 and the AA efforts were deemed somewhat ineffective, so a Royal Navy gunnery expert, Admiral Sir Percy Scott, was appointed to make improvements, particularly an integrated AA defence for London. The air defences were expanded with more RNVR AA guns, 75 mm and 3-inch, the pom-poms being ineffective. The naval 3-inch was also adopted by the army, the QF 3 inch 20 cwt (76 mm), a new field mounting was introduced in 1916. Since most attacks were at night, searchlights were soon used, and acoustic methods of detection and locating were developed. By December 1916 there were 183 AA Sections defending Britain (most with the 3-inch), 74 with the BEF in France and 10 in the Middle East.",Air attacks headed by  Germany increased in 1915 in what area?,"{'text': ['the British Isles'], 'answer_start': [22]}",Could you kindly tell me in which area air attacks led by Germany increased in 1915?  ,Where did Germany bomb more in 1915?,3,5,3,2,0
57060a7675f01819005e78dd,The_Times,"Visits to the websites have decreased by 87% since the paywall was introduced, from 21 million unique users per month to 2.7 million. In April 2009, the timesonline site had a readership of 750,000 readers per day. As of October 2011, there were around 111,000 subscribers to The Times' digital products.",What is the reason for the dramatic drop in visits to The Times website?,"{'text': ['paywall'], 'answer_start': [55]}",Would you please explain the reason for the dramatic drop in visits to The Times website?,Why are visits to The Times website tanking?,3,4,3,1,0
57316ed305b4da19006bd14f,Indigenous_peoples_of_the_Americas,"Over the course of thousands of years, American indigenous peoples domesticated, bred and cultivated a large array of plant species. These species now constitute 50–60% of all crops in cultivation worldwide. In certain cases, the indigenous peoples developed entirely new species and strains through artificial selection, as was the case in the domestication and breeding of maize from wild teosinte grasses in the valleys of southern Mexico. Numerous such agricultural products retain their native names in the English and Spanish lexicons.",What percent of worldwide crops in cultivation derive from the efforts of the America's indigenous people?,"{'text': ['50–60%'], 'answer_start': [162]}",Would you kindly let me know what percent of worldwide crops in cultivation derive from the efforts of America's indigenous people?,Just tell me what percent of crops come from America's indigenous people.,4,5,3,1,1
56cef671aab44d1400b88d3b,New_York_City,"The city's land has been altered substantially by human intervention, with considerable land reclamation along the waterfronts since Dutch colonial times; reclamation is most prominent in Lower Manhattan, with developments such as Battery Park City in the 1970s and 1980s. Some of the natural relief in topography has been evened out, especially in Manhattan.",What Manhattan development is the product of land reclamation?,"{'text': ['Battery Park City'], 'answer_start': [231]}",Would you kindly tell me which Manhattan development is the result of land reclamation?  ,Just tell me which Manhattan development came from land reclamation.,3,5,2,2,1
56df7da25ca0a614008f9b2e,Alexander_Graham_Bell,"From his early years, Bell showed a sensitive nature and a talent for art, poetry, and music that was encouraged by his mother. With no formal training, he mastered the piano and became the family's pianist. Despite being normally quiet and introspective, he reveled in mimicry and ""voice tricks"" akin to ventriloquism that continually entertained family guests during their occasional visits. Bell was also deeply affected by his mother's gradual deafness, (she began to lose her hearing when he was 12) and learned a manual finger language so he could sit at her side and tap out silently the conversations swirling around the family parlour. He also developed a technique of speaking in clear, modulated tones directly into his mother's forehead wherein she would hear him with reasonable clarity. Bell's preoccupation with his mother's deafness led him to study acoustics.",What did Bell succeed at without being taught?,"{'text': ['piano'], 'answer_start': [169]}",Would you kindly tell me what Bell succeeded at without being taught?  ,What did Bell do without anyone teaching him?,3,5,3,2,0
5726a450f1498d1400e8e5c2,Gothic_architecture,"The pointed arch, one of the defining attributes of Gothic, was earlier incorporated into Islamic architecture following the Islamic conquests of Roman Syria and the Sassanid Empire in the Seventh Century. The pointed arch and its precursors had been employed in Late Roman and Sassanian architecture; within the Roman context, evidenced in early church building in Syria and occasional secular structures, like the Roman Karamagara Bridge; in Sassanid architecture, in the parabolic and pointed arches employed in palace and sacred construction.",What is one defining characteristic of the Gothic architectural style?,"{'text': ['The pointed arch'], 'answer_start': [0]}",Would you kindly tell me one defining characteristic of the Gothic architectural style?  ,Just tell me what makes Gothic architecture different.,3,5,3,2,0
56db229de7c41114004b4deb,American_Idol,"The two finalists were Kris Allen and Adam Lambert, both of whom had previously landed in the bottom three at the top five. Allen won the contest in the most controversial voting result since season two. It was claimed, later retracted, that 38 million of the 100 million votes cast on the night came from Allen's home state of Arkansas alone, and that AT&T employees unfairly influenced the votes by giving lessons on power-texting at viewing parties in Arkansas.",The only prior season to have matching controversy over the winner was?,"{'text': ['season two'], 'answer_start': [192]}",Would you kindly tell me which prior season had a similar controversy over the winner?  ,Just tell me which other season had the same winner controversy.,3,5,3,2,0
56e7af3b37bdd419002c433a,Arena_Football_League,"The league's 2016 schedule, announced on the league's website on December 10, 2015, shows an eight-team league playing a 16-game regular season over 18 weeks, with two bye weeks for each team, one on a rotational basis and the other a ""universal bye"" for all teams during the Independence Day weekend, the first weekend in July. All teams will qualify for the postseason, meaning that the regular season will serve only to establish seeding.",On the weekend of what holiday will all teams have a bye?,"{'text': ['Independence Day'], 'answer_start': [276]}",Would you kindly let me know on the weekend of which holiday all teams will have a bye?  ,Just tell me when all teams get a bye.,3,5,3,2,0
56dfb801231d4119001abcf4,Pub,"Inns are buildings where travellers can seek lodging and, usually, food and drink. They are typically located in the country or along a highway. In Europe, they possibly first sprang up when the Romans built a system of roads two millennia ago.[citation needed] Some inns in Europe are several centuries old. In addition to providing for the needs of travellers, inns traditionally acted as community gathering places.",About how old are the oldest inns in Europe?,"{'text': ['several centuries'], 'answer_start': [286]}",Could you kindly tell me about how old the oldest inns in Europe are?,Just tell me how old the oldest inns in Europe are.,3,4,2,1,1
57270755708984140094d8b6,Nutrition,"In the US, nutritional standards and recommendations are established jointly by the US Department of Agriculture and US Department of Health and Human Services. Dietary and physical activity guidelines from the USDA are presented in the concept of MyPlate, which superseded the food pyramid, which replaced the Four Food Groups. The Senate committee currently responsible for oversight of the USDA is the Agriculture, Nutrition and Forestry Committee. Committee hearings are often televised on C-SPAN.",Who releases guidelines that revolve around diet and physical activity recommendations?,"{'text': ['USDA'], 'answer_start': [211]}",Would you please let me know who releases guidelines that revolve around diet and physical activity recommendations?,Just tell me who makes those diet and exercise guidelines.,3,5,3,2,0
572a2cfc1d04691400779818,Ottoman_Empire,"Educational and technological reforms came about, including the establishment of higher education institutions such as the Istanbul Technical University. In 1734 an artillery school was established to impart Western-style artillery methods, but the Islamic clergy successfully objected under the grounds of theodicy. In 1754 the artillery school was reopened on a semi-secret basis. In 1726, Ibrahim Muteferrika convinced the Grand Vizier Nevşehirli Damat İbrahim Pasha, the Grand Mufti, and the clergy on the efficiency of the printing press, and Muteferrika was later granted by Sultan Ahmed III permission to publish non-religious books (despite opposition from some calligraphers and religious leaders). Muteferrika's press published its first book in 1729 and, by 1743, issued 17 works in 23 volumes, each having between 500 and 1,000 copies.",What type of school was established in the empire in 1734?,"{'text': ['an artillery school'], 'answer_start': [162]}",Would you kindly let me know what type of school was established in the empire in 1734?  ,Just tell me what school started in 1734.,3,5,3,2,0
56d8d8d0dc89441400fdb334,2008_Summer_Olympics_torch_relay," Greece: On March 24, 2008, the Olympic Flame was ignited at Olympia, Greece, site of the ancient Olympic Games. The actress Maria Nafpliotou, in the role of a High Priestess, ignited the torch of the first torchbearer, a silver medalist of the 2004 Summer Olympics in taekwondo Alexandros Nikolaidis from Greece, who handed the flame over to the second torchbearer, Olympic champion in women's breaststroke Luo Xuejuan from China. Following the recent unrest in Tibet, three members of Reporters Without Borders, including Robert Ménard, breached security and attempted to disrupt a speech by Liu Qi, the head of Beijing's Olympic organising committee during the torch lighting ceremony in Olympia, Greece. The People's Republic of China called this a ""disgraceful"" attempt to sabotage the Olympics. On March 30, 2008 in Athens, during ceremonies marking the handing over of the torch from Greek officials to organizers of the Beijing games, demonstrators shouted 'Free Tibet' and unfurled banners; some 10 of the 15 protesters were taken into police detention. After the hand-off, protests continued internationally, with particularly violent confrontations with police in Nepal.",When did demonstrators yell for Tibet to be freed?,"{'text': ['March 30, 2008'], 'answer_start': [804]}",Could you kindly let me know when demonstrators called for Tibet to be freed?  ,Just tell me when they yelled for Tibet to be free.,3,5,2,2,1
56f970f49e9bad19000a0923,Ministry_of_Defence_(United_Kingdom),"There are also three Deputy Chiefs of the Defence Staff with particular remits, Deputy Chief of the Defence Staff (Capability), Deputy CDS (Personnel and Training) and Deputy CDS (Operations). The Surgeon General, represents the Defence Medical Services on the Defence Staff, and is the clinical head of that service.",How many Deputy Chiefs of the Defence Staff are there?,"{'text': ['three'], 'answer_start': [15]}",Would you kindly let me know how many Deputy Chiefs of the Defence Staff there are?,Just tell me how many Deputy Chiefs of the Defence Staff there are.,3,4,3,1,0
57316300497a881900248eaa,Red,"In the United States, political commentators often refer to the ""red states"", which traditionally vote for Republican candidates in presidential elections, and ""blue states"", which vote for the Democratic candidate. This convention is relatively recent: before the 2000 presidential election, media outlets assigned red and blue to both parties, sometimes alternating the allocation for each election. Fixed usage was established during the 39-day recount following the 2000 election, when the media began to discuss the contest in terms of ""red states"" versus ""blue states"".",In the United States states that vote for Democratic presidential candidates are known as what?,"{'text': ['blue states'], 'answer_start': [161]}",Could you kindly tell me what states in the United States are known for voting for Democratic presidential candidates?,What are the states that vote Democratic called? Just tell me already.,3,4,2,1,1
57323c07e17f3d140042275f,Jehovah%27s_Witnesses,"Jehovah's Witnesses are best known for their door-to-door preaching, distributing literature such as The Watchtower and Awake!, and refusing military service and blood transfusions. They consider use of the name Jehovah vital for proper worship. They reject Trinitarianism, inherent immortality of the soul, and hellfire, which they consider to be unscriptural doctrines. They do not observe Christmas, Easter, birthdays or other holidays and customs they consider to have pagan origins incompatible with Christianity. Adherents commonly refer to their body of beliefs as ""the truth"" and consider themselves to be ""in the truth"". They consider secular society to be morally corrupt and under the influence of Satan, and most limit their social interaction with non-Witnesses. Congregational disciplinary actions include disfellowshipping, their term for formal expulsion and shunning. Baptized individuals who formally leave are considered disassociated and are also shunned. Disfellowshipped and disassociated individuals may eventually be reinstated if deemed repentant.",Why don't Jehovah Witnesses celebrate the usual holidays and customs?,"{'text': ['they consider to have pagan origins'], 'answer_start': [451]}",Could you kindly explain why Jehovah's Witnesses don't celebrate the usual holidays and customs?  ,Why don't you people celebrate normal holidays?,4,5,2,1,2
572935dd3f37b3190047810d,Germans,"The Germanic peoples during the Migrations Period came into contact with other peoples; in the case of the populations settling in the territory of modern Germany, they encountered Celts to the south, and Balts and Slavs towards the east. The Limes Germanicus was breached in AD 260. Migrating Germanic tribes commingled with the local Gallo-Roman populations in what is now Swabia and Bavaria. The arrival of the Huns in Europe resulted in Hun conquest of large parts of Eastern Europe, the Huns initially were allies of the Roman Empire who fought against Germanic tribes, but later the Huns cooperated with the Germanic tribe of the Ostrogoths, and large numbers of Germans lived within the lands of the Hunnic Empire of Attila. Attila had both Hunnic and Germanic families and prominent Germanic chiefs amongst his close entourage in Europe. The Huns living in Germanic territories in Eastern Europe adopted an East Germanic language as their lingua franca. A major part of Attila's army were Germans, during the Huns' campaign against the Roman Empire. After Attila's unexpected death the Hunnic Empire collapsed with the Huns disappearing as a people in Europe – who either escaped into Asia, or otherwise blended in amongst Europeans.",Which Germanic tribe did the Huns cooperate with?,"{'text': ['Ostrogoths'], 'answer_start': [636]}",Would you please tell me which Germanic tribe the Huns cooperated with?  ,Just tell me which Germanic tribe the Huns worked with.,3,5,2,2,1
5735f37c6c16ec1900b9288f,Hunting,"On ancient reliefs, especially from Mesopotamia, kings are often depicted as hunters of big game such as lions and are often portrayed hunting from a war chariot. The cultural and psychological importance of hunting in ancient societies is represented by deities such as the horned god Cernunnos and lunar goddesses of classical antiquity, the Greek Artemis or Roman Diana. Taboos are often related to hunting, and mythological association of prey species with a divinity could be reflected in hunting restrictions such as a reserve surrounding a temple. Euripides' tale of Artemis and Actaeon, for example, may be seen as a caution against disrespect of prey or impudent boasting.",What is often related to hunting?,"{'text': ['Taboos'], 'answer_start': [374]}",Would you kindly tell me what is often related to hunting?,Just tell me what goes with hunting.,3,4,3,1,0
572809d54b864d19001642b8,European_Central_Bank,"Although the ECB is governed by European law directly and thus not by corporate law applying to private law companies, its set-up resembles that of a corporation in the sense that the ECB has shareholders and stock capital. Its capital is five billion euros which is held by the national central banks of the member states as shareholders. The initial capital allocation key was determined in 1998 on the basis of the states' population and GDP, but the key is adjustable. Shares in the ECB are not transferable and cannot be used as collateral.",What governs the ECB?,"{'text': ['European law'], 'answer_start': [32]}",Could you kindly explain what governs the ECB?  ,Just tell me what runs the ECB.,3,5,2,2,1
5727b3b72ca10214002d944c,Unicode,"Unicode has the explicit aim of transcending the limitations of traditional character encodings, such as those defined by the ISO 8859 standard, which find wide usage in various countries of the world but remain largely incompatible with each other. Many traditional character encodings share a common problem in that they allow bilingual computer processing (usually using Latin characters and the local script), but not multilingual computer processing (computer processing of arbitrary scripts mixed with each other).",What is the major limitation of traditional character encodings?,"{'text': ['wide usage in various countries of the world but remain largely incompatible with each other'], 'answer_start': [156]}",Would you kindly explain the major limitation of traditional character encodings to me?,What's the big flaw with traditional character encodings?,3,5,3,2,0
57282d193acd2414000df652,"St._John%27s,_Newfoundland_and_Labrador","St. John's is served by the Eastern School District, the largest school district in Newfoundland and Labrador by student population. There are currently 36 primary, elementary and secondary schools in the city of St. John's, including three private schools. St. John's also includes one school that is part of the province-wide Conseil Scolaire Francophone (CSF), the Francophone public school district. It also contains two private schools, St. Bonaventure's College and Lakecrest Independent. Atlantic Canada's largest university, Memorial University of Newfoundland (MUN), is located in St. John's. MUN provides comprehensive education and grants degrees in several fields and its historical strengths in engineering, business, geology, and medicine, make MUN one of the top comprehensive universities in Canada. The Fisheries and Marine Institute of Memorial University of Newfoundland (MI) or simply Marine Institute, is a post-secondary ocean and marine polytechnic located in St. John's and is affiliated with Memorial University of Newfoundland. MUN also offers the lowest tuition in Canada ($2,644, per Academic Year)",What school offers the lowest tuition in Canada?,"{'text': ['Memorial University of Newfoundland'], 'answer_start': [854]}",Could you kindly let me know which school in Canada offers the lowest tuition?,Just tell me which Canadian school has the cheapest tuition.,3,4,2,1,1
572a329aaf94a219006aa886,Neolithic,"However, early farmers were also adversely affected in times of famine, such as may be caused by drought or pests. In instances where agriculture had become the predominant way of life, the sensitivity to these shortages could be particularly acute, affecting agrarian populations to an extent that otherwise may not have been routinely experienced by prior hunter-gatherer communities. Nevertheless, agrarian communities generally proved successful, and their growth and the expansion of territory under cultivation continued.",What type of societies were not affected by famine?,"{'text': ['hunter-gatherer communities'], 'answer_start': [358]}",Could you kindly explain which types of societies were not affected by famine?  ,Just tell me which societies weren't hit by famine.,3,5,3,2,0
56df8d8438dc421700152038,Alexander_Graham_Bell,"In 1875, Bell developed an acoustic telegraph and drew up a patent application for it. Since he had agreed to share U.S. profits with his investors Gardiner Hubbard and Thomas Sanders, Bell requested that an associate in Ontario, George Brown, attempt to patent it in Britain, instructing his lawyers to apply for a patent in the U.S. only after they received word from Britain (Britain would issue patents only for discoveries not previously patented elsewhere).",What kind of telegraph did Bell create?,"{'text': ['acoustic'], 'answer_start': [27]}",Would you kindly tell me what kind of telegraph Bell created?  ,Just tell me what telegraph Bell made.,3,5,2,2,1
571a2a2510f8ca1400304f1c,Memory,"The storage in sensory memory and short-term memory generally has a strictly limited capacity and duration, which means that information is not retained indefinitely. By contrast, long-term memory can store much larger quantities of information for potentially unlimited duration (sometimes a whole life span). Its capacity is immeasurable. For example, given a random seven-digit number we may remember it for only a few seconds before forgetting, suggesting it was stored in our short-term memory. On the other hand, we can remember telephone numbers for many years through repetition; this information is said to be stored in long-term memory.","If you knew a telephone number one week ago, but have forgotten it now, where was this memory stored?","{'text': ['in our short-term memory'], 'answer_start': [474]}","Could you kindly explain where the memory of a telephone number, known a week ago but forgotten now, might have been stored?  ",Where'd my memory of that number go?,3,5,3,2,0
57098d1bed30961900e842e2,Copper,"The concentration of copper in ores averages only 0.6%, and most commercial ores are sulfides, especially chalcopyrite (CuFeS2) and to a lesser extent chalcocite (Cu2S). These minerals are concentrated from crushed ores to the level of 10–15% copper by froth flotation or bioleaching. Heating this material with silica in flash smelting removes much of the iron as slag. The process exploits the greater ease of converting iron sulfides into its oxides, which in turn react with the silica to form the silicate slag, which floats on top of the heated mass. The resulting copper matte consisting of Cu2S is then roasted to convert all sulfides into oxides:",What does heating copper ore materials with silica remove?,"{'text': ['iron'], 'answer_start': [357]}",Would you kindly explain what heating copper ore materials with silica removes?  ,What does heating copper ore with silica get rid of? Tell me now.,3,5,2,2,1
5725d1ecec44d21400f3d62e,Israel,"Israeli music contains musical influences from all over the world; Sephardic music, Hasidic melodies, Belly dancing music, Greek music, jazz, and pop rock are all part of the music scene. Among Israel's world-renowned orchestras is the Israel Philharmonic Orchestra, which has been in operation for over seventy years and today performs more than two hundred concerts each year. Israel has also produced many musicians of note, some achieving international stardom. Itzhak Perlman, Pinchas Zukerman and Ofra Haza are among the internationally acclaimed musicians born in Israel.[citation needed] Israel has participated in the Eurovision Song Contest nearly every year since 1973, winning the competition three times and hosting it twice. Eilat has hosted its own international music festival, the Red Sea Jazz Festival, every summer since 1987.",What three internationally acclaimed musicians were born in Israel?,"{'text': ['Itzhak Perlman, Pinchas Zukerman and Ofra Haza'], 'answer_start': [466]}",Would you kindly tell me which three internationally acclaimed musicians were born in Israel?,"Name three famous musicians from Israel, now.",3,5,2,2,1
57313024e6313a140071cce1,Tuvalu,"The eastern shoreline of Funafuti Lagoon was modified during World War II when the airfield (what is now Funafuti International Airport) was constructed. The coral base of the atoll was used as fill to create the runway. The resulting borrow pits impacted the fresh-water aquifer. In the low areas of Funafuti the sea water can be seen bubbling up through the porous coral rock to form pools with each high tide. Since 1994 a project has been in development to assess the environmental impact of transporting sand from the lagoon to fill all the borrow pits and low-lying areas on Fongafale. In 2014 the Tuvalu Borrow Pits Remediation (BPR) project was approved in order to fill 10 borrow pits, leaving Tafua Pond, which is a natural pond. The New Zealand Government funded the BPR project. The project was carried out in 2015 with 365,000 sqm of sand being dredged from the lagoon to fill the holes and improve living conditions on the island. This project increase the usable land space on Fongafale by eight per cent.",What government funded the restoration of the borrow pits on Tuvalu?,"{'text': ['New Zealand Government'], 'answer_start': [744]}",Would you kindly let me know which government funded the restoration of the borrow pits on Tuvalu?  ,Who paid for the borrow pits on Tuvalu?,3,5,3,2,0
570e8a5e0b85d914000d7f83,Melbourne,"The Story of the Kelly Gang, the world's first feature film, was shot in Melbourne in 1906. Melbourne filmmakers continued to produce bushranger films until they were banned by Victorian politicians in 1912 for the perceived promotion of crime, thus contributing to the decline of one of the silent film era's most productive industries. A notable film shot and set in Melbourne during Australia's cinematic lull is On the Beach (1959). The 1970s saw the rise of the Australian New Wave and its Ozploitation offshoot, instigated by Melbourne-based productions Stork and Alvin Purple. Picnic at Hanging Rock and Mad Max, both shot in and around Melbourne, achieved worldwide acclaim. 2004 saw the construction of Melbourne's largest film and television studio complex, Docklands Studios Melbourne, which has hosted many domestic productions, as well as international features. Melbourne is also home to the headquarters of Village Roadshow Pictures, Australia's largest film production company. Famous modern day actors from Melbourne include Cate Blanchett, Rachel Griffiths, Guy Pearce, Geoffrey Rush and Eric Bana.",Why were films banned by Victorian politicans in 1912?,"{'text': ['perceived promotion of crime'], 'answer_start': [215]}",Could you kindly explain why films were banned by Victorian politicians in 1912?  ,Why on earth did those Victorian politicians ban films in 1912?,3,5,2,2,1
5727279cf1498d1400e8f42a,Crimean_War,"The Crimean War also saw the first tactical use of railways and other modern inventions, such as the electric telegraph, with the first ""live"" war reporting to The Times by William Howard Russell. Some credit Russell with prompting the resignation of the sitting British government through his reporting of the lacklustre condition of British forces deployed in Crimea. Additionally, the telegraph reduced the independence of British overseas possessions from their commanders in London due to such rapid communications. Newspaper readership informed public opinion in the United Kingdom and France as never before. It was the first European war to be photographed.",What was the first European war to be photographed?,"{'text': ['The Crimean War'], 'answer_start': [0]}",Could you kindly tell me what the first European war to be photographed was?  ,Just tell me the first European war that got photographed.,4,5,3,1,1
5726d15cdd62a815002e9135,Copyright_infringement,"Cara Cusumano, director of the Tribeca Film Festival, stated in April 2014: ""Piracy is less about people not wanting to pay and more about just wanting the immediacy – people saying, 'I want to watch Spiderman right now' and downloading it"". The statement occurred during the third year that the festival used the Internet to present its content, while it was the first year that it featured a showcase of content producers who work exclusively online. Cusumano further explained that downloading behavior is not merely conducted by people who merely want to obtain content for free:",What behavior is not just done by people who want content for free?,"{'text': ['downloading'], 'answer_start': [485]}",Would you kindly explain what behavior is not exclusive to people seeking free content?  ,What's something freeloaders don't do?,3,5,2,2,1
572788535951b619008f8c92,Supreme_court,"With respect to Pakistan's territories (i.e. FATA, Azad Kashmir, Northern Areas and Islamabad Capital Territory (ICT)) the Supreme Court's jurisdiction is rather limited and varies from territory to territory; it can hear appeals only of a constitutional nature from FATA and Northern Areas, while ICT generally functions the same as provinces. Azad Kashmir has its own courts system and the constitution of Pakistan does not apply to it as such; appeals from Azad Kashmir relate to its relationship with Pakistan.",What is the relationship between Pakistan's Constitution and Azad Kashmir?,"{'text': ['does not apply to it'], 'answer_start': [417]}",Could you kindly explain the relationship between Pakistan's Constitution and Azad Kashmir?  ,What's the deal between Pakistan's Constitution and Azad Kashmir?,4,5,3,1,1
5727fcccff5b5019007d9a35,USB,"On Dell and Toshiba laptops, the port is marked with the standard USB symbol with an added lightning bolt icon on the right side. Dell calls this feature PowerShare, while Toshiba calls it USB Sleep-and-Charge. On Acer Inc. and Packard Bell laptops, sleep-and-charge USB ports are marked with a non-standard symbol (the letters USB over a drawing of a battery); the feature is simply called Power-off USB. On some laptops such as Dell and Apple MacBook models, it is possible to plug a device in, close the laptop (putting it into sleep mode) and have the device continue to charge.[citation needed]",What does dell call the feature that lets USB drives to remain powered when the computer is off?,"{'text': ['PowerShare'], 'answer_start': [154]}",Would you kindly tell me what Dell calls the feature that allows USB drives to remain powered when the computer is off?  ,What's the name of that Dell feature for keeping USB drives powered when the computer's off?,3,5,3,2,0
572686e8dd62a815002e8830,East_India_Company,"At the Battle of Pulo Aura, which was probably the company's most notable naval victory, Nathaniel Dance, Commodore of a convoy of Indiamen and sailing aboard the Warley, led several Indiamen in a skirmish with a French squadron, driving them off. Some six years earlier, on 28 January 1797, five Indiamen, the Woodford, under Captain Charles Lennox, the Taunton-Castle, Captain Edward Studd, Canton, Captain Abel Vyvyan, and Boddam, Captain George Palmer, and Ocean, Captain John Christian Lochner, had encountered Admiral de Sercey and his squadron of frigates. On this occasion the Indiamen also succeeded in bluffing their way to safety, and without any shots even being fired. Lastly, on 15 June 1795, the General Goddard played a large role in the capture of seven Dutch East Indiamen off St Helena.",What was the most notable naval victory EIC  had?,"{'text': ['Battle of Pulo Aura'], 'answer_start': [7]}",Would you kindly tell me what the most notable naval victory of the EIC was?  ,Just tell me the EIC's biggest naval win.,3,5,3,2,0
56cf48a3aab44d1400b88f31,New_York_City,"As of 2013, the global advertising agencies of Omnicom Group and Interpublic Group, both based in Manhattan, had combined annual revenues of approximately US$21 billion, reflecting New York City's role as the top global center for the advertising industry, which is metonymously referred to as ""Madison Avenue"". The city's fashion industry provides approximately 180,000 employees with $11 billion in annual wages.","With Interpublic Group, what company has a combined annual revenue of roughly US$21 billion?","{'text': ['Omnicom Group'], 'answer_start': [47]}","Would you kindly tell me which company, alongside Interpublic Group, has a combined annual revenue of roughly US$21 billion?  ",Just tell me which company with Interpublic Group makes up US$21 billion.,3,5,3,2,0
5727c96c4b864d1900163d17,Detroit,"The city slopes gently from the northwest to southeast on a till plain composed largely of glacial and lake clay. The most notable topographical feature in the city is the Detroit Moraine, a broad clay ridge on which the older portions of Detroit and Windsor sit atop, rising approximately 62 feet (19 m) above the river at its highest point. The highest elevation in the city is located directly north of Gorham Playground on the northwest side approximately three blocks south of 8 Mile Road, at a height of 675 to 680 feet (206 to 207 m). Detroit's lowest elevation is along the Detroit River, at a surface height of 572 feet (174 m).",How tall is the tallest point in Detroit?,"{'text': ['675 to 680 feet'], 'answer_start': [510]}",Would you kindly tell me how tall the tallest point in Detroit is?  ,Just tell me how tall the tallest point in Detroit is.,3,5,2,2,1
